遥控表
所属厂站,所属通道,所属RTU,编号,名称,描述,on操作地址,备on操作地址,所属间隔,所属设备,点类型,对应点类型,对应点,off操作地址,备off操作地址,每天最多允许次数,操作间隔限制,属性,闭锁属性,on允许计算点,off允许计算点,对应连锁点编号
1,1,10,285,2#高后备保护_YK00285,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅰ段投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,10,286,2#高后备保护_YK00286,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅱ段投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,10,287,2#高后备保护_YK00287,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅰ段方向投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,10,288,2#高后备保护_YK00288,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流Ⅱ段方向投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,10,289,2#高后备保护_YK00289,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流ⅠU0闭锁投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,10,290,2#高后备保护_YK00290,MTPR_840Hb_CH_IEC104_V1.00.03_零序过流ⅡU0闭锁投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,10,291,2#高后备保护_YK00291,MTPR_840Hb_CH_IEC104_V1.00.03_过负荷投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,10,292,2#高后备保护_YK00292,MTPR_840Hb_CH_IEC104_V1.00.03_间隙零序过流投退,E11H,E11H,0,0,0,0,0,E11H,E11H,0,0,0,0,0,0,0
1,1,10,293,2#高后备保护_YK00293,MTPR_840Hb_CH_IEC104_V1.00.03_间隙零序过压投退,E12H,E12H,0,0,0,0,0,E12H,E12H,0,0,0,0,0,0,0
1,1,10,294,2#高后备保护_YK00294,MTPR_840Hb_CH_IEC104_V1.00.03_间隙零序过压零序有流闭锁投退,E13H,E13H,0,0,0,0,0,E13H,E13H,0,0,0,0,0,0,0
1,1,10,295,2#高后备保护_YK00295,MTPR_840Hb_CH_IEC104_V1.00.03_间隙并联输出功能投退,E14H,E14H,0,0,0,0,0,E14H,E14H,0,0,0,0,0,0,0
1,1,10,296,2#高后备保护_YK00296,MTPR_840Hb_CH_IEC104_V1.00.03_启动风冷投退,E15H,E15H,0,0,0,0,0,E15H,E15H,0,0,0,0,0,0,0
1,1,10,297,2#高后备保护_YK00297,MTPR_840Hb_CH_IEC104_V1.00.03_闭锁调压投退,E16H,E16H,0,0,0,0,0,E16H,E16H,0,0,0,0,0,0,0
1,1,10,298,2#高后备保护_YK00298,MTPR_840Hb_CH_IEC104_V1.00.03_零序选跳外变投退,E17H,E17H,0,0,0,0,0,E17H,E17H,0,0,0,0,0,0,0
1,1,10,299,2#高后备保护_YK00299,MTPR_840Hb_CH_IEC104_V1.00.03_外变跳本变投退,E18H,E18H,0,0,0,0,0,E18H,E18H,0,0,0,0,0,0,0
1,1,10,300,2#高后备保护_YK00300,MTPR_840Hb_CH_IEC104_V1.00.03_另侧复合电压闭锁投退,E19H,E19H,0,0,0,0,0,E19H,E19H,0,0,0,0,0,0,0
1,1,10,301,2#高后备保护_YK00301,MTPR_840Hb_CH_IEC104_V1.00.03_复合电压闭锁输出投退,E1AH,E1AH,0,0,0,0,0,E1AH,E1AH,0,0,0,0,0,0,0
1,1,10,302,2#高后备保护_YK00302,MTPR_840Hb_CH_IEC104_V1.00.03_PT断线告警投退,E1BH,E1BH,0,0,0,0,0,E1BH,E1BH,0,0,0,0,0,0,0
1,1,10,303,2#高后备保护_YK00303,MTPR_840Hb_CH_IEC104_V1.00.03_PT断线闭锁投退,E1CH,E1CH,0,0,0,0,0,E1CH,E1CH,0,0,0,0,0,0,0
1,1,10,304,2#高后备保护_YK00304,MTPR_840Hb_CH_IEC104_V1.00.03_CT断线告警投退,E1DH,E1DH,0,0,0,0,0,E1DH,E1DH,0,0,0,0,0,0,0
1,1,10,305,2#高后备保护_YK00305,MTPR_840Hb_CH_IEC104_V1.00.03_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,10,306,2#高后备保护_YK00306,MTPR_840Hb_CH_IEC104_V1.00.03_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,11,307,2#低后备保护_YK00307,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ段投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,11,308,2#低后备保护_YK00308,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ段投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,11,309,2#低后备保护_YK00309,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ段投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,11,310,2#低后备保护_YK00310,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ段方向投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,11,311,2#低后备保护_YK00311,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ段方向投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,11,312,2#低后备保护_YK00312,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ段方向投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,11,313,2#低后备保护_YK00313,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅰ复压闭锁投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,11,314,2#低后备保护_YK00314,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅱ复压闭锁投退,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,11,315,2#低后备保护_YK00315,MTPR_850Hb_CH_IEC104_V1.00.03_过流Ⅲ复压闭锁投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
1,1,11,316,2#低后备保护_YK00316,MTPR_850Hb_CH_IEC104_V1.00.03_零序电压告警投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,11,317,2#低后备保护_YK00317,MTPR_850Hb_CH_IEC104_V1.00.03_母线充电保护投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,11,318,2#低后备保护_YK00318,MTPR_850Hb_CH_IEC104_V1.00.03_零序过流保护投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,11,319,2#低后备保护_YK00319,MTPR_850Hb_CH_IEC104_V1.00.03_过负荷投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,11,320,2#低后备保护_YK00320,MTPR_850Hb_CH_IEC104_V1.00.03_启动风冷投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,11,321,2#低后备保护_YK00321,MTPR_850Hb_CH_IEC104_V1.00.03_闭锁调压投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,11,322,2#低后备保护_YK00322,MTPR_850Hb_CH_IEC104_V1.00.03_另侧复合电压闭锁投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,11,323,2#低后备保护_YK00323,MTPR_850Hb_CH_IEC104_V1.00.03_复合电压闭锁输出投退,E11H,E11H,0,0,0,0,0,E11H,E11H,0,0,0,0,0,0,0
1,1,11,324,2#低后备保护_YK00324,MTPR_850Hb_CH_IEC104_V1.00.03_PT断线告警投退,E12H,E12H,0,0,0,0,0,E12H,E12H,0,0,0,0,0,0,0
1,1,11,325,2#低后备保护_YK00325,MTPR_850Hb_CH_IEC104_V1.00.03_PT断线闭锁投退,E13H,E13H,0,0,0,0,0,E13H,E13H,0,0,0,0,0,0,0
1,1,11,326,2#低后备保护_YK00326,MTPR_850Hb_CH_IEC104_V1.00.03_CT断线告警投退,E14H,E14H,0,0,0,0,0,E14H,E14H,0,0,0,0,0,0,0
1,1,11,327,2#低后备保护_YK00327,MTPR_850Hb_CH_IEC104_V1.00.03_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,11,328,2#低后备保护_YK00328,MTPR_850Hb_CH_IEC104_V1.00.03_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,12,329,2#差动保护_YK00329,MTPR_830Hb_CH_IEC104_V1.00.02_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,12,330,2#差动保护_YK00330,MTPR_830Hb_CH_IEC104_V1.00.02_差动速断保护投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,12,331,2#差动保护_YK00331,MTPR_830Hb_CH_IEC104_V1.00.02_比率差动保护投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,12,332,2#差动保护_YK00332,MTPR_830Hb_CH_IEC104_V1.00.02_差流越限告警投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,12,333,2#差动保护_YK00333,MTPR_830Hb_CH_IEC104_V1.00.02_CT断线告警投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,12,334,2#差动保护_YK00334,MTPR_830Hb_CH_IEC104_V1.00.02_CT断线闭锁投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,12,335,2#差动保护_YK00335,MTPR_830Hb_CH_IEC104_V1.00.02_高温保护投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,12,336,2#差动保护_YK00336,MTPR_830Hb_CH_IEC104_V1.00.02_冷控失电投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,13,337,2#电容器保护_YK00337,MCPR_810Hb_CH_IEC104_V1.01.01_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,13,338,2#电容器保护_YK00338,MCPR_810Hb_CH_IEC104_V1.01.01_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,13,339,2#电容器保护_YK00339,MCPR_810Hb_CH_IEC104_V1.01.01_速断保护投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,13,340,2#电容器保护_YK00340,MCPR_810Hb_CH_IEC104_V1.01.01_过电流保护投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,13,341,2#电容器保护_YK00341,MCPR_810Hb_CH_IEC104_V1.01.01_零序过流告警投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,13,342,2#电容器保护_YK00342,MCPR_810Hb_CH_IEC104_V1.01.01_零序过流跳闸投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,13,343,2#电容器保护_YK00343,MCPR_810Hb_CH_IEC104_V1.01.01_过压告警投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,13,344,2#电容器保护_YK00344,MCPR_810Hb_CH_IEC104_V1.01.01_过压跳闸投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,13,345,2#电容器保护_YK00345,MCPR_810Hb_CH_IEC104_V1.01.01_失压跳闸投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,13,346,2#电容器保护_YK00346,MCPR_810Hb_CH_IEC104_V1.01.01_失压电流闭锁投退,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,13,347,2#电容器保护_YK00347,MCPR_810Hb_CH_IEC104_V1.01.01_重瓦斯跳闸投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
1,1,13,348,2#电容器保护_YK00348,MCPR_810Hb_CH_IEC104_V1.01.01_轻瓦斯告警投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,13,349,2#电容器保护_YK00349,MCPR_810Hb_CH_IEC104_V1.01.01_超温跳闸投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,13,350,2#电容器保护_YK00350,MCPR_810Hb_CH_IEC104_V1.01.01_温度告警投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,13,351,2#电容器保护_YK00351,MCPR_810Hb_CH_IEC104_V1.01.01_非电量1保护投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,13,352,2#电容器保护_YK00352,MCPR_810Hb_CH_IEC104_V1.01.01_非电量2保护投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,13,353,2#电容器保护_YK00353,MCPR_810Hb_CH_IEC104_V1.01.01_PT断线告警投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,13,354,2#电容器保护_YK00354,MCPR_810Hb_CH_IEC104_V1.01.01_PT断线闭锁投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,13,355,2#电容器保护_YK00355,MCPR_810Hb_CH_IEC104_V1.01.01_不平衡电压跳闸投退,E11H,E11H,0,0,0,0,0,E11H,E11H,0,0,0,0,0,0,0
1,1,13,356,2#电容器保护_YK00356,MCPR_810Hb_CH_IEC104_V1.01.01_不平衡电流跳闸投退,E12H,E12H,0,0,0,0,0,E12H,E12H,0,0,0,0,0,0,0
1,1,14,357,2#PT柜_YK00357,MPTS_810Hb_IEC104_V1.01.01_遥控并列/解列,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,14,358,2#PT柜_YK00358,MPTS_810Hb_IEC104_V1.01.01_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,14,359,2#PT柜_YK00359,MPTS_810Hb_IEC104_V1.01.01_PT并列投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,14,360,2#PT柜_YK00360,MPTS_810Hb_IEC104_V1.01.01_手动并列投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,14,361,2#PT柜_YK00361,MPTS_810Hb_IEC104_V1.01.01_手动并列经PT刀闸,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,14,362,2#PT柜_YK00362,MPTS_810Hb_IEC104_V1.01.01_自动并列投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,14,363,2#PT柜_YK00363,MPTS_810Hb_IEC104_V1.01.01_自动并列经PT刀闸,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,14,364,2#PT柜_YK00364,MPTS_810Hb_IEC104_V1.01.01_遥控并列投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,14,365,2#PT柜_YK00365,MPTS_810Hb_IEC104_V1.01.01_遥控并列方式,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,14,366,2#PT柜_YK00366,MPTS_810Hb_IEC104_V1.01.01_遥控并列经PT刀闸,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,14,367,2#PT柜_YK00367,MPTS_810Hb_IEC104_V1.01.01_I段过电压告警投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
1,1,14,368,2#PT柜_YK00368,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段低电压告警投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,14,369,2#PT柜_YK00369,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段过电压告警投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,14,370,2#PT柜_YK00370,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段低电压告警投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,14,371,2#PT柜_YK00371,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段接地告警投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,14,372,2#PT柜_YK00372,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段接地告警投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,14,373,2#PT柜_YK00373,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段PT断线告警投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,14,374,2#PT柜_YK00374,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段PT断线告警投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,15,375,2#馈线保护1_YK00375,MLPR_810Hb_CH_IEC104_V1.02.01_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,15,376,2#馈线保护1_YK00376,MLPR_810Hb_CH_IEC104_V1.02.01_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,15,377,2#馈线保护1_YK00377,MLPR_810Hb_CH_IEC104_V1.02.01_速断保护投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,15,378,2#馈线保护1_YK00378,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断保护投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,15,379,2#馈线保护1_YK00379,MLPR_810Hb_CH_IEC104_V1.02.01_过电流保护投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,15,380,2#馈线保护1_YK00380,MLPR_810Hb_CH_IEC104_V1.02.01_速断方向投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,15,381,2#馈线保护1_YK00381,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断方向投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,15,382,2#馈线保护1_YK00382,MLPR_810Hb_CH_IEC104_V1.02.01_过电流方向投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,15,383,2#馈线保护1_YK00383,MLPR_810Hb_CH_IEC104_V1.02.01_过电流反方向投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,15,384,2#馈线保护1_YK00384,MLPR_810Hb_CH_IEC104_V1.02.01_速断复压闭锁投退,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,15,385,2#馈线保护1_YK00385,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断复压闭锁投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
1,1,15,386,2#馈线保护1_YK00386,MLPR_810Hb_CH_IEC104_V1.02.01_过电流复压闭锁投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,15,387,2#馈线保护1_YK00387,MLPR_810Hb_CH_IEC104_V1.02.01_反时限过流投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,15,388,2#馈线保护1_YK00388,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,15,389,2#馈线保护1_YK00389,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,15,390,2#馈线保护1_YK00390,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段告警投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,15,391,2#馈线保护1_YK00391,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段保护投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,15,392,2#馈线保护1_YK00392,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段方向投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,15,393,2#馈线保护1_YK00393,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段方向投退,E11H,E11H,0,0,0,0,0,E11H,E11H,0,0,0,0,0,0,0
1,1,15,394,2#馈线保护1_YK00394,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段方向投退,E12H,E12H,0,0,0,0,0,E12H,E12H,0,0,0,0,0,0,0
1,1,15,395,2#馈线保护1_YK00395,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流I段投退,E13H,E13H,0,0,0,0,0,E13H,E13H,0,0,0,0,0,0,0
1,1,15,396,2#馈线保护1_YK00396,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流II段投退,E14H,E14H,0,0,0,0,0,E14H,E14H,0,0,0,0,0,0,0
1,1,15,397,2#馈线保护1_YK00397,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流III段投退,E15H,E15H,0,0,0,0,0,E15H,E15H,0,0,0,0,0,0,0
1,1,15,398,2#馈线保护1_YK00398,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压告警投退,E16H,E16H,0,0,0,0,0,E16H,E16H,0,0,0,0,0,0,0
1,1,15,399,2#馈线保护1_YK00399,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压跳闸投退,E17H,E17H,0,0,0,0,0,E17H,E17H,0,0,0,0,0,0,0
1,1,15,400,2#馈线保护1_YK00400,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷告警投退,E18H,E18H,0,0,0,0,0,E18H,E18H,0,0,0,0,0,0,0
1,1,15,401,2#馈线保护1_YK00401,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷跳闸投退,E19H,E19H,0,0,0,0,0,E19H,E19H,0,0,0,0,0,0,0
1,1,15,402,2#馈线保护1_YK00402,MLPR_810Hb_CH_IEC104_V1.02.01_低电压投退,E1AH,E1AH,0,0,0,0,0,E1AH,E1AH,0,0,0,0,0,0,0
1,1,15,403,2#馈线保护1_YK00403,MLPR_810Hb_CH_IEC104_V1.02.01_低频投退,E1BH,E1BH,0,0,0,0,0,E1BH,E1BH,0,0,0,0,0,0,0
1,1,15,404,2#馈线保护1_YK00404,MLPR_810Hb_CH_IEC104_V1.02.01_滑差闭锁投退,E1CH,E1CH,0,0,0,0,0,E1CH,E1CH,0,0,0,0,0,0,0
1,1,15,405,2#馈线保护1_YK00405,MLPR_810Hb_CH_IEC104_V1.02.01_保护启动重合闸投退,E1DH,E1DH,0,0,0,0,0,E1DH,E1DH,0,0,0,0,0,0,0
1,1,15,406,2#馈线保护1_YK00406,MLPR_810Hb_CH_IEC104_V1.02.01_不对应启动重合闸投退,E1EH,E1EH,0,0,0,0,0,E1EH,E1EH,0,0,0,0,0,0,0
1,1,15,407,2#馈线保护1_YK00407,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检同期投退,E1FH,E1FH,0,0,0,0,0,E1FH,E1FH,0,0,0,0,0,0,0
1,1,15,408,2#馈线保护1_YK00408,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检无压投退,E20H,E20H,0,0,0,0,0,E20H,E20H,0,0,0,0,0,0,0
1,1,15,409,2#馈线保护1_YK00409,MLPR_810Hb_CH_IEC104_V1.02.01_过流后加速投退,E21H,E21H,0,0,0,0,0,E21H,E21H,0,0,0,0,0,0,0
1,1,15,410,2#馈线保护1_YK00410,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流后加速投退,E22H,E22H,0,0,0,0,0,E22H,E22H,0,0,0,0,0,0,0
1,1,15,411,2#馈线保护1_YK00411,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线告警投退,E23H,E23H,0,0,0,0,0,E23H,E23H,0,0,0,0,0,0,0
1,1,15,412,2#馈线保护1_YK00412,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线闭锁投退,E24H,E24H,0,0,0,0,0,E24H,E24H,0,0,0,0,0,0,0
1,1,15,413,2#馈线保护1_YK00413,MLPR_810Hb_CH_IEC104_V1.02.01_非电量1投退,E25H,E25H,0,0,0,0,0,E25H,E25H,0,0,0,0,0,0,0
1,1,15,414,2#馈线保护1_YK00414,MLPR_810Hb_CH_IEC104_V1.02.01_非电量2投退,E26H,E26H,0,0,0,0,0,E26H,E26H,0,0,0,0,0,0,0
1,1,15,415,2#馈线保护1_YK00415,MLPR_810Hb_CH_IEC104_V1.02.01_母充保护投退,E27H,E27H,0,0,0,0,0,E27H,E27H,0,0,0,0,0,0,0
1,1,15,416,2#馈线保护1_YK00416,MLPR_810Hb_CH_IEC104_V1.02.01_手动同期合闸投退,E28H,E28H,0,0,0,0,0,E28H,E28H,0,0,0,0,0,0,0
1,1,15,417,2#馈线保护1_YK00417,MLPR_810Hb_CH_IEC104_V1.02.01_遥控同期合闸投退,E29H,E29H,0,0,0,0,0,E29H,E29H,0,0,0,0,0,0,0
1,1,15,418,2#馈线保护1_YK00418,MLPR_810Hb_CH_IEC104_V1.02.01_逆功率投退,E2AH,E2AH,0,0,0,0,0,E2AH,E2AH,0,0,0,0,0,0,0
1,1,16,419,2#馈线保护2_YK00419,MLPR_810Hb_CH_IEC104_V1.02.01_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,16,420,2#馈线保护2_YK00420,MLPR_810Hb_CH_IEC104_V1.02.01_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,16,421,2#馈线保护2_YK00421,MLPR_810Hb_CH_IEC104_V1.02.01_速断保护投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,16,422,2#馈线保护2_YK00422,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断保护投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,16,423,2#馈线保护2_YK00423,MLPR_810Hb_CH_IEC104_V1.02.01_过电流保护投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,16,424,2#馈线保护2_YK00424,MLPR_810Hb_CH_IEC104_V1.02.01_速断方向投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,16,425,2#馈线保护2_YK00425,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断方向投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,16,426,2#馈线保护2_YK00426,MLPR_810Hb_CH_IEC104_V1.02.01_过电流方向投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,16,427,2#馈线保护2_YK00427,MLPR_810Hb_CH_IEC104_V1.02.01_过电流反方向投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
