;定值表
;所属通道,所属RTU,地址,名称,定值数据类型,定值数据长度,量程单位,工程值转换系数,属性配置,下限值,上限值,步长
1,16,1321H,低频减载低电流闭锁定值,6,4,1,1.000000,0,0.200000,5.000000,0.010000
1,16,1322H,低频减载低电压闭锁定值,6,4,2,1.000000,0,10.000000,90.000000,0.010000
1,16,1323H,低频减载滑差闭锁定值,6,4,27,1.000000,0,0.500000,10.000000,0.010000
1,16,1324H,重合闸延时定值,6,4,26,1.000000,0,0.000000,10.000000,0.010000
1,16,1325H,重合闸检同期定值,6,4,31,1.000000,0,0.000000,50.000000,0.010000
1,16,1326H,重合闸检无压定值,6,4,2,1.000000,0,10.000000,50.000000,0.010000
1,16,1327H,过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,1328H,过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,16,1329H,零序过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,132AH,零序过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,16,132BH,PT断线延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,16,132CH,非电量1电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,16,132DH,非电量1延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,132EH,非电量2电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,16,132FH,非电量2延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,1330H,母充保护电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,1331H,母充保护延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,16,1332H,同期电压差定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,16,1333H,同期频率差定值,6,4,5,1.000000,0,0.100000,2.000000,0.010000
1,16,1334H,同期角度差定值,6,4,31,1.000000,0,1.000000,100.000000,0.010000
1,16,1335H,同期时间,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,16,1336H,同期无压定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,16,1337H,逆功率定值,6,4,19,1.000000,0,1.000000,1000.000000,0.100000
1,16,1338H,逆功率延时,6,4,26,1.000000,0,1.000000,100.000000,0.010000
1,17,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,17,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,17,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,17,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,17,1307H,复压闭锁低电压定值,6,4,2,1.000000,0,30.000000,90.000000,0.010000
1,17,1308H,复压闭锁负序电压定值,6,4,2,1.000000,0,5.000000,30.000000,0.010000
1,17,1309H,速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,130AH,速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,130BH,限时速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,130CH,限时速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,130DH,过电流电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,130EH,过电流延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,130FH,反时限特性曲线,6,4,0,1.000000,0,1.000000,4.000000,1.000000
1,17,1310H,反时限时间常数,6,4,0,1.000000,0,0.010000,1.000000,0.010000
1,17,1311H,反时限启动电流,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,1312H,零序电压闭锁值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,17,1313H,零序过流Ⅰ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,17,1314H,零序过流Ⅰ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,1315H,零序过流Ⅱ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,17,1316H,零序过流Ⅱ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,1317H,零序过流Ⅲ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,17,1318H,零序过流Ⅲ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,1319H,零序过压电压定值,6,4,2,1.000000,0,2.000000,100.000000,0.010000
1,17,131AH,零序过压延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,131BH,过负荷过流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,131CH,过负荷延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,131DH,低压保护电压定值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,17,131EH,低压保护延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,17,131FH,低频减载定值,6,4,5,1.000000,0,45.000000,50.000000,0.010000
1,17,1320H,低频减载延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,17,1321H,低频减载低电流闭锁定值,6,4,1,1.000000,0,0.200000,5.000000,0.010000
1,17,1322H,低频减载低电压闭锁定值,6,4,2,1.000000,0,10.000000,90.000000,0.010000
1,17,1323H,低频减载滑差闭锁定值,6,4,27,1.000000,0,0.500000,10.000000,0.010000
1,17,1324H,重合闸延时定值,6,4,26,1.000000,0,0.000000,10.000000,0.010000
1,17,1325H,重合闸检同期定值,6,4,31,1.000000,0,0.000000,50.000000,0.010000
1,17,1326H,重合闸检无压定值,6,4,2,1.000000,0,10.000000,50.000000,0.010000
1,17,1327H,过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,1328H,过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,17,1329H,零序过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,132AH,零序过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,17,132BH,PT断线延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,17,132CH,非电量1电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,17,132DH,非电量1延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,132EH,非电量2电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,17,132FH,非电量2延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,17,1330H,母充保护电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,17,1331H,母充保护延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,17,1332H,同期电压差定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,17,1333H,同期频率差定值,6,4,5,1.000000,0,0.100000,2.000000,0.010000
1,17,1334H,同期角度差定值,6,4,31,1.000000,0,1.000000,100.000000,0.010000
1,17,1335H,同期时间,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,17,1336H,同期无压定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,17,1337H,逆功率定值,6,4,19,1.000000,0,1.000000,1000.000000,0.100000
1,17,1338H,逆功率延时,6,4,26,1.000000,0,1.000000,100.000000,0.010000
